Course,Description,Section,Date Times,Instructors
EDSE 417 - Curriculum and Teaching for Secondary School Career and Technology Studies Majors II,Prerequisites: Introductory Professional Term and *24 in the Major subject. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S01 (42775),2023-01-05 - 2023-02-02 MW 09:00 - 12:20 (ED B-129),Donald McPherson
EDSE 417 - Curriculum and Teaching for Secondary School Career and Technology Studies Majors II,Prerequisites: Introductory Professional Term and *24 in the Major subject. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S02 (42777),2023-01-05 - 2023-02-02 MW 12:30 - 15:50 (ED B-129),Miriam Sekandi
EDSE 422 - Curriculum and Teaching for Secondary School Drama Majors II,Prerequisites: Introductory Professional Term and *24 in the required Drama courses as specified in Education section of the Calendar under the heading Components of the Program. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S02 (49874) ONLINE,2023-01-05 - 2023-02-02 MW 09:00 - 12:20,Cynthia Stratulat
EDSE 427 - Curriculum and Teaching for Secondary School English Language Arts Majors II,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S01 (42763),2023-01-05 - 2023-02-02 MW 12:30 - 15:50 (ED 380),Claudia Eppert
EDSE 427 - Curriculum and Teaching for Secondary School English Language Arts Majors II,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S02 (42772),2023-01-05 - 2023-02-02 MW 12:30 - 15:50 (ED 377),David Lewkowich
EDSE 437 - Curriculum and Teaching for Secondary School Mathematics Majors II,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S01 (42620),2023-01-05 - 2023-02-02 MW 09:00 - 12:20 (ED 934),Kwesi Yaro
EDSE 437 - Curriculum and Teaching for Secondary School Mathematics Majors II,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S02 (42672),2023-01-05 - 2023-02-02 MW 09:00 - 12:20 (ED 228),Lixin Luo
EDSE 443 - Curriculum and Teaching for Secondary School Music: Wind Band II,"Prerequisites: Introductory Professional term and *24 in the Major subject area to include Music 213, 214 and 315. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.",LECTURE S01 (42621),2023-01-05 - 2023-02-02 MW 09:00 - 12:20 (ED 465),TJ Dust
EDSE 447 - Curriculum and Teaching for Secondary School Physical Education Majors II,Prerequisites: Introductory Professional Term and *24 in the Major subject area to include KIN 294 or PAC 101. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450.,LECTURE S01 (42622),2023-01-05 - 2023-02-02 MW 09:00 - 12:20 (Location TBD),Jodi Harding-Kuriger
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S01 (42658),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 401),Teta Engram
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S02 (42776),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED B-129),Donald McPherson
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S03 (42778),2023-01-05 - 2023-02-02 TH 12:30 - 15:50 (ED B-129),Miriam Sekandi
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S05 (42764),2023-01-05 - 2023-02-02 TH 12:30 - 15:50 (ED 315),Claudia Eppert
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S06 (42773),2023-01-05 - 2023-02-02 TH 12:30 - 15:50 (ED 380),David Lewkowich
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S07 (42720),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 934),Kwesi Yaro
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S08 (42611),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 221),Lixin Luo
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S09 (42608),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 465),TJ Dust
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S10 (42609),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (Location TBD),Jodi Harding-Kuriger
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S12 (42607),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 366),Gregory Thomas
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S13 (42721),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 358),Lorraine Lastiwka
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S14 (42728),2023-01-05 - 2023-02-02 TH 12:30 - 15:50 (ED 359),Norma Nocente
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S15 (42722),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 218),OSE Bilash
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S16 (42610),2023-01-05 - 2023-02-02 TH 12:30 - 15:50 (ED 122),Jean-Claude Couture
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S18 (42786),2023-01-05 - 2023-02-02 TH 09:00 - 12:20 (ED 262),Jean-Claude Couture
EDSE 451 - Integrating Theory and Classroom Practice in the Advanced Professional Term,Prerequisites: Introductory Professional Term and *24 in the Major subject area. Corequisite: Courses in the Advanced Professional Term for the Secondary Education Route including EDFX 450. Students may not receive credit for both EDFX 451 and EDSE 451.,LECTURE S19 (49875) ONLINE,2023-01-05 - 2023-02-02 TH 09:00 - 12:20,Cynthia Stratulat
EDSE 455 - Curriculum and Teaching for Secondary School Science Majors II,"Introductory Professional Term and *24 in the Major subject area. Corequisite: EDSE 451. Successful completion is expected prior to being granted permission to commence EDFX 450. Students may only receive credit for one of EDSE 452, EDSE 455, EDSE 456, or EDSE 460.",LECTURE S01 (45568),2023-01-05 - 2023-02-02 MW 09:00 - 12:20 (ED 366),Gregory Thomas
